crate,embedding_repos,requirements,scopes,repo_urls
lddtree,1,0.5.0,runtime,https://github.com/pyo3/maturin
lib0,1,0.16.10,runtime,https://github.com/y-crdt/ypy
libcramjam,1,0.7.0,runtime,https://github.com/milesgranger/cramjam
libdd-capabilities-impl,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-common,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-crashtracker,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-data-pipeline,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-ddsketch,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-ffe,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-http-client,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-library-config,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-log,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-profiling-ffi,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-profiling-heap-gotter,1,1.0.0,runtime,https://github.com/datadog/dd-trace-py
libdd-remote-config,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-shared-runtime,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-telemetry,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-trace-utils,1,*,runtime,https://github.com/datadog/dd-trace-py
libdd-tracer-flare,1,*,runtime,https://github.com/datadog/dd-trace-py
libname,1,1,runtime,https://github.com/mesonbuild/meson
libsecp256k1,1,0.7.2,runtime,https://github.com/ayrat555/ex_secp256k1
libsql,1,*,runtime,https://github.com/pnpm/pnpm
libz-sys,1,1.1.2,runtime,https://github.com/pyo3/maturin
linked-hash-map,1,0.5,runtime,https://github.com/facebook/flow
liquid,1,0.26.1,runtime,https://github.com/dbt-labs/dbt-core
lmdb-rs,1,0.7.6,runtime,https://github.com/ironbay/bridge_lmdb
lock_free_hashtable,1,0.1.4,runtime,https://github.com/facebook/flow
lsp-server,1,0.7.9,runtime,https://github.com/facebook/relay
lzzzz,1,*,runtime,https://github.com/vercel/next.js
macro_rules_attribute,1,0.2.0,runtime,https://github.com/huggingface/tokenizers
magic_string,1,0.3.4,development,https://github.com/swc-project/swc
maplit,1,1.0,"development,runtime",https://github.com/facebook/watchman
mappings,1,=0.7.0,runtime,https://github.com/chroma-core/chroma
mdac,1,*,runtime,https://github.com/chroma-core/chroma
memo-map,1,0.3.1,runtime,https://github.com/dbt-labs/dbt-core
memoffset,1,0.6.1,runtime,https://github.com/facebook/hermes
mime,1,*,runtime,https://github.com/vercel/next.js
mime_guess,1,2.0.4,runtime,https://github.com/vercel/next.js
minicbor,1,0.26.3,runtime,https://github.com/build-trust/ockam
minijinja-contrib,1,*,development,https://github.com/dbt-labs/dbt-core
minijinja-typecheck-builtins,1,*,runtime,https://github.com/dbt-labs/dbt-core
mio,1,1.0.3,runtime,https://github.com/ngrok/ngrok-python
mixtrics,1,0.1.0,runtime,https://github.com/chroma-core/chroma
mockall,1,0.15.0,development,https://github.com/tox-dev/pipdeptree
modularize_imports,1,*,runtime,https://github.com/vercel/next.js
monostate,1,0.1.12,runtime,https://github.com/huggingface/tokenizers
mrml,1,6.0,runtime,https://github.com/adoptoposs/mjml_nif
multiaddr,1,0.18,development,https://github.com/build-trust/ockam
multimap,1,0.10.0,development,https://github.com/build-trust/ockam
mybar,1,0.1,runtime,https://github.com/mesonbuild/meson
native-tls,1,0.2.8,runtime,https://github.com/pyo3/maturin
nb,1,1.1.0,runtime,https://github.com/build-trust/ockam
ndarray-npy,1,0.9,development,https://github.com/hit-scir/ltp
netcdf,1,0.8.1,runtime,https://github.com/dockyard/netcdf
new_debug_unreachable,1,1.0.6,runtime,https://github.com/vercel/next.js
next-api,1,*,runtime,https://github.com/vercel/next.js
next-code-frame,1,*,runtime,https://github.com/vercel/next.js
next-core,1,*,runtime,https://github.com/vercel/next.js
next-custom-transforms,1,*,runtime,https://github.com/vercel/next.js
next-taskless,1,*,runtime,https://github.com/vercel/next.js
ngrok,1,0.19.0,runtime,https://github.com/ngrok/ngrok-python
nohash-hasher,1,*,runtime,https://github.com/vercel/next.js
nom,1,7.1.3,runtime,https://github.com/nrwl/nx
normpath,1,1.1.1,runtime,https://github.com/pyo3/maturin
notfound,1,1.0,runtime,https://github.com/mesonbuild/meson
nu-ansi-term,1,0.50,runtime,https://github.com/build-trust/ockam
num-complex,1,0.4,runtime,https://github.com/qiskit/qiskit
num-format,1,0.4.4,runtime,https://github.com/vercel/next.js
num_enum,1,0.5.1,runtime,https://github.com/google/flatbuffers
numpy,1,0.29,runtime,https://github.com/huggingface/tokenizers
nvml-wrapper,1,0.12.0,runtime,https://github.com/wandb/wandb
ockam_ebpf,1,0.6.0,runtime,https://github.com/build-trust/ockam
onig,1,6.5.1,runtime,https://github.com/huggingface/tokenizers
open,1,5.3.0,runtime,https://github.com/build-trust/ockam
openssl,1,0.10,runtime,https://github.com/web-push-libs/vapid
opentelemetry-appender-tracing,1,0.27,runtime,https://github.com/build-trust/ockam
opentelemetry-proto,1,0.27,runtime,https://github.com/build-trust/ockam
opentelemetry-semantic-conventions,1,0.28,runtime,https://github.com/build-trust/ockam
ordered-float,1,3.0,runtime,https://github.com/apache/thrift
owo-colors,1,*,runtime,https://github.com/vercel/next.js
oxc_ast_visit,1,0.130,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_codegen,1,0.130,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_data_structures,1,0.143,runtime,https://github.com/formatjs/formatjs
oxc_diagnostics,1,"0.130,*",runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_formatter,1,*,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_linter,1,*,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_minifier,1,0.130,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_resolver,1,2,development,https://github.com/parcel-bundler/parcel
oxc_semantic,1,"0.130,*",runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_sourcemap,1,7.0,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_str,1,0.130,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_syntax,1,0.130,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxc_transformer,1,0.130,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
oxvg_ast,1,*,runtime,https://github.com/parcel-bundler/parcel
oxvg_optimiser,1,*,runtime,https://github.com/parcel-bundler/parcel
p256,1,0.13.2,runtime,https://github.com/build-trust/ockam
page_size,1,0.6.0,runtime,https://github.com/benfred/py-spy
par-core,1,*,runtime,https://github.com/swc-project/swc
parcel_selectors,1,*,runtime,https://github.com/vercel/next.js
parcel_sourcemap,1,2.1.1,runtime,https://github.com/vercel/next.js
path-clean,1,*,runtime,https://github.com/swc-project/swc
patricia_tree,1,0.10.1,runtime,https://github.com/vercel/next.js
pbkdf2,1,0.12,runtime,https://github.com/ayrat555/ex_pbkdf2
peg,1,0.8.5,runtime,https://github.com/instagram/libcst
pem,1,1.0,runtime,https://github.com/mcu-tools/mcuboot
pem-rfc7468,1,0.7.0,runtime,https://github.com/build-trust/ockam
pep440_rs,1,0.7.3,runtime,https://github.com/pyo3/maturin
petname,1,2.0.2,runtime,https://github.com/build-trust/ockam
phf,1,"*,0.11",runtime,https://github.com/vercel/next.js
pic32-hal,1,0.11.0,runtime,https://github.com/build-trust/ockam
pin-project,1,"*,1.1.10",runtime,https://github.com/chroma-core/chroma
pipe-trait,1,*,development,https://github.com/pnpm/pnpm
platform-info,1,2.0.2,runtime,https://github.com/pyo3/maturin
plotters,1,0.3.4,runtime,https://github.com/vercel/next.js
pnpm-catalogs-types,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-config,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-config-dir,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-env-replace,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-lockfile,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-lockfile-verification,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-network,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-package-manager,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-package-manifest,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-reporter,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-resolving-npm-resolver,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-resolving-resolver-base,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-store-dir,1,*,runtime,https://github.com/pnpm/pnpm
pnpm-tarball,1,*,runtime,https://github.com/pnpm/pnpm
polars-arrow,1,0.52,runtime,https://github.com/elixir-explorer/explorer
polars-config,1,*,runtime,https://github.com/pola-rs/polars
polars-core,1,*,runtime,https://github.com/pola-rs/polars
polars-error,1,*,runtime,https://github.com/pola-rs/polars
polars-ffi,1,*,runtime,https://github.com/pola-rs/polars
polars-ops,1,0.52,runtime,https://github.com/elixir-explorer/explorer
polars-plan,1,*,runtime,https://github.com/pola-rs/polars
polars-python,1,*,"development,runtime",https://github.com/pola-rs/polars
polars-utils,1,*,runtime,https://github.com/pola-rs/polars
poppler-rs,1,0.19.0,runtime,https://github.com/remoteoss/pdf_to_text
portpicker,1,0.1.1,runtime,https://github.com/vercel/next.js
predicates,1,3.1.4,development,https://github.com/sferik/x-cli
preset_env_base,1,*,runtime,https://github.com/vercel/next.js
pretty,1,0.12.5,runtime,https://github.com/facebook/relay
prettyplease,1,0.3.0,runtime,https://github.com/facebook/flow
proc-macro-error,1,1.0.4,runtime,https://github.com/vercel/next.js
proc-maps,1,0.4.0,runtime,https://github.com/benfred/py-spy
proptest-derive,1,"0.3,*","development,runtime",https://github.com/chroma-core/chroma
proptest-state-machine,1,"0.3,*",development,https://github.com/chroma-core/chroma
protosocket-rpc,1,2.0.0,runtime,https://github.com/momentohq/client-protos
py-spy-testdata,1,0.1.0,development,https://github.com/benfred/py-spy
pyo3-log,1,0.11,runtime,https://github.com/ngrok/ngrok-python
pyo3-polars,1,*,"development,runtime",https://github.com/pola-rs/polars
pyo3-polars-derive,1,*,runtime,https://github.com/pola-rs/polars
pyproject-toml,1,0.13.5,runtime,https://github.com/pyo3/maturin
python-pkginfo,1,0.6.8,runtime,https://github.com/pyo3/maturin
qfilter,1,=0.3.0-alpha.4,runtime,https://github.com/vercel/next.js
qrcode,1,*,runtime,https://github.com/nbw/qrusty
qstring,1,*,runtime,https://github.com/vercel/next.js
quick_cache,1,*,runtime,https://github.com/vercel/next.js
r3bl_rs_utils_core,1,"0.9.12,0.9",runtime,https://github.com/build-trust/ockam
r3bl_tui,1,"0.5.8,0.5",runtime,https://github.com/build-trust/ockam
r3bl_tuify,1,0.1,runtime,https://github.com/build-trust/ockam
rand_chacha,1,0.2.2,runtime,https://github.com/tensorflow/tensorboard
rand_distr,1,0.5,runtime,https://github.com/benfred/py-spy
random-port,1,*,development,https://github.com/chroma-core/chroma
ratatui,1,0.29.0,runtime,https://github.com/chroma-core/chroma
rb-allocator,1,0.9,runtime,https://github.com/gjtorikian/commonmarker
rb-sys-env,1,0.2.2,build,https://gitlab.com/gitlab-org/prometheus-client-mmap
rcgen,1,0.13,runtime,https://github.com/build-trust/ockam
rctree,1,0.6,runtime,https://github.com/gjtorikian/commonmarker
react_compiler,1,*,runtime,https://github.com/vercel/next.js
react_remove_properties,1,*,runtime,https://github.com/vercel/next.js
read-fonts,1,0.43.*,runtime,https://github.com/harfbuzz/harfbuzz
reflink-copy,1,0.1.29,runtime,https://github.com/pyo3/maturin
regress,1,*,runtime,https://github.com/vercel/next.js
remoteprocess,1,0.5.2,runtime,https://github.com/benfred/py-spy
remove_console,1,*,runtime,https://github.com/vercel/next.js
rhai,1,=1.21.0,runtime,https://github.com/rhaiscript/rhai_rustler
rhai-dylib,1,"0.5.0,=0.6.0",runtime,https://github.com/rhaiscript/rhai_rustler
ringmap,1,*,runtime,https://github.com/vercel/next.js
rinja,1,0.3.4,runtime,https://github.com/dbt-labs/dbt-core
rmcp,1,1.8.0,runtime,https://github.com/chroma-core/chroma
rocksdb,1,*,runtime,https://github.com/urbint/rox
rolldown,1,1.1,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
rolldown_common,1,1.1,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
rspack_binding_build,1,=0.100.4,build,https://github.com/vercel/next.js
rspack_binding_builder,1,=0.100.4,runtime,https://github.com/vercel/next.js
rspack_binding_builder_macros,1,=0.100.4,runtime,https://github.com/vercel/next.js
rspack_core,1,=0.100.4,runtime,https://github.com/vercel/next.js
rspack_error,1,=0.100.4,runtime,https://github.com/vercel/next.js
rspack_hook,1,=0.100.4,runtime,https://github.com/vercel/next.js
rspack_plugin_externals,1,=0.100.4,runtime,https://github.com/vercel/next.js
rspack_regex,1,=0.100.4,runtime,https://github.com/vercel/next.js
rspack_resolver,1,*,development,https://github.com/parcel-bundler/parcel
rspack_sources,1,=0.4.23,runtime,https://github.com/vercel/next.js
rss,1,2.0,runtime,https://github.com/avencera/fast_rss
rstest_reuse,1,0.5.0,development,https://github.com/vercel/next.js
rusqlite,1,*,runtime,https://github.com/pnpm/pnpm
rust-stemmers,1,1.2,runtime,https://github.com/chroma-core/chroma
rustc-demangle,1,0.1,runtime,https://github.com/vercel/next.js
rustc-hex,1,1.0,runtime,https://github.com/ethereumjs/rustbn.js
rustix,1,1.1.4,runtime,https://github.com/facebook/flow
rustler_elixir_fun,1,0.3.0,runtime,https://github.com/qqwy/elixir-rustler_elixir_fun
rustler_match_spec,1,0.1,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
rustler_stored_term,1,0.1.0,runtime,https://github.com/qqwy/elixir-rustler_elixir_fun
rustler_sys,1,2.2.0,runtime,https://github.com/qqwy/elixir-rustler_elixir_fun
rustls-native-certs,1,"0.8,0.8.0",runtime,https://github.com/build-trust/ockam
rusttype,1,0.9.2,runtime,https://github.com/huacnlee/rucaptcha
rustversion,1,1.0.9,development,https://github.com/pyo3/maturin
rusty-fork,1,0.3.1,"development,runtime",https://github.com/oxidize-rb/rb-sys
rustyline-derive,1,0.10.0,runtime,https://github.com/build-trust/ockam
s3heap,1,*,runtime,https://github.com/chroma-core/chroma
s3heap-service,1,*,runtime,https://github.com/chroma-core/chroma
salsa,1,0.28.2,runtime,https://github.com/astral-sh/ruff
scattered-collect,1,*,runtime,https://github.com/vercel/next.js
scroll,1,0.12.0,runtime,https://github.com/swc-project/swc
sea-query,1,*,runtime,https://github.com/chroma-core/chroma
sea-query-binder,1,*,runtime,https://github.com/chroma-core/chroma
selectors,1,0.26,runtime,https://github.com/parcel-bundler/parcel
self_cell,1,1.0.4,runtime,https://github.com/dbt-labs/dbt-core
sentry,1,"0.36.0,0.49",runtime,https://github.com/wandb/wandb
serde-content,1,0.1.2,runtime,https://github.com/vercel/next.js
serde-detach,1,0.0.1,runtime,https://github.com/vercel/next.js
serde-saphyr,1,*,runtime,https://github.com/pnpm/pnpm
serde-value,1,0.7.0,runtime,https://github.com/parcel-bundler/parcel
serde-wasm-bindgen,1,0.4.3,runtime,https://github.com/vercel/next.js
serde_bare,1,0.5.0,"development,runtime",https://github.com/build-trust/ockam
serde_bser,1,0.4,runtime,https://github.com/facebook/relay
serde_json5,1,0.1.0,runtime,https://github.com/dbt-labs/dbt-core
serde_path_to_error,1,*,runtime,https://github.com/vercel/next.js
serde_rustler,1,*,runtime,https://github.com/benhaney/jsonrs
serde_urlencoded,1,0.7.1,runtime,https://github.com/sferik/x-cli
serde_with,1,*,runtime,https://github.com/vercel/next.js
serde_yaml_ng,1,0.10,runtime,https://github.com/sferik/x-cli
setsum,1,*,runtime,https://github.com/chroma-core/chroma
sevenz-rust,1,0.6.1,runtime,https://github.com/seleniumhq/selenium
sha-1,1,0.10.0,runtime,https://github.com/parcel-bundler/parcel
shellwords,1,1.1,runtime,https://github.com/build-trust/ockam
shrink-to-fit,1,*,runtime,https://github.com/vercel/next.js
shuttle,1,*,"development,runtime",https://github.com/chroma-core/chroma
signal-hook,1,0.3.18,runtime,https://github.com/facebook/flow
simdutf8,1,0.1,runtime,https://github.com/ijl/orjson
similar-asserts,1,1.4.2,development,https://github.com/dbt-labs/dbt-core
simplelog,1,0.12.2,runtime,https://github.com/facebook/relay
simsimd,1,*,runtime,https://github.com/chroma-core/chroma
skrifa,1,0.*,runtime,https://github.com/harfbuzz/harfbuzz
smol_str,1,0.3.6,runtime,https://github.com/facebook/flow
snapbox,1,*,development,https://github.com/astral-sh/ruff
sourcemap,1,6.0,runtime,https://github.com/facebook/hermes
spanner-migrations,1,*,development,https://github.com/chroma-core/chroma
speedate,1,0.17.0,runtime,https://github.com/pydantic/pydantic
spin,1,0.9.8,runtime,https://github.com/build-trust/ockam
spm_precompiled,1,0.1.3,runtime,https://github.com/huggingface/tokenizers
sprintf,1,0.4.0,runtime,https://github.com/dbt-labs/dbt-core
sprs,1,*,"development,runtime",https://github.com/chroma-core/chroma
sqlx-core,1,0.8.3,runtime,https://github.com/build-trust/ockam
sqlx-postgres,1,0.8.2,runtime,https://github.com/build-trust/ockam
sqlx-sqlite,1,0.8.2,runtime,https://github.com/build-trust/ockam
ssri,1,*,runtime,https://github.com/pnpm/pnpm
stacker,1,0.1.15,runtime,https://github.com/dbt-labs/dbt-core
starlark_map,1,0.14.2,runtime,https://github.com/facebook/flow
static_vcruntime,1,3.0,build,https://github.com/nrwl/nx
std-semaphore,1,0.1,runtime,https://github.com/mcu-tools/mcuboot
stm32-device-signature,1,0.3.3,runtime,https://github.com/build-trust/ockam
stm32f4xx-hal,1,0.19.0,runtime,https://github.com/build-trust/ockam
stm32h7xx-hal,1,0.16.0,runtime,https://github.com/build-trust/ockam
str-buf,1,3.0.3,runtime,https://github.com/build-trust/ockam
strip-ansi-escapes,1,0.2,runtime,https://github.com/build-trust/ockam
styled_components,1,*,runtime,https://github.com/vercel/next.js
styled_jsx,1,*,runtime,https://github.com/vercel/next.js
supports-color,1,3.0.2,runtime,https://github.com/chroma-core/chroma
supports-hyperlinks,1,3.1.0,runtime,https://github.com/vercel/next.js
svgtypes,1,0.16,runtime,https://github.com/mrdotb/resvg_nif
swc_compiler_base,1,63.0.0,runtime,https://github.com/rollup/rollup
swc_config,1,6.0.0,runtime,https://github.com/rollup/rollup
swc_ecma_dep_graph,1,0.109.1,development,https://github.com/nrwl/nx
swc_ecma_react_compiler,1,*,runtime,https://github.com/vercel/next.js
swc_ecma_visit,1,0.93.0,runtime,https://github.com/nrwl/nx
swc_emotion,1,*,runtime,https://github.com/vercel/next.js
swc_plugin_backend_wasmtime,1,*,"development,runtime",https://github.com/vercel/next.js
swc_relay,1,*,runtime,https://github.com/vercel/next.js
swc_sourcemap,1,*,runtime,https://github.com/vercel/next.js
sysctl,1,0.5.5,runtime,https://github.com/build-trust/ockam
system-deps,1,6,build,https://github.com/mesonbuild/meson
tabled,1,0.10.0,runtime,https://github.com/vercel/next.js
tabular,1,0.2.0,runtime,https://github.com/facebook/watchman
tailwindcss-oxide,1,*,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
tantivy,1,*,runtime,https://github.com/chroma-core/chroma
tao,1,0.34,runtime,https://github.com/livebook-dev/livebook
target-lexicon,1,0.13.3,runtime,https://github.com/pyo3/maturin
tauri,1,2,runtime,https://github.com/livebook-dev/livebook
tauri-build,1,2,build,https://github.com/livebook-dev/livebook
tauri-plugin-clipboard-manager,1,2,runtime,https://github.com/livebook-dev/livebook
tauri-plugin-deep-link,1,2,runtime,https://github.com/livebook-dev/livebook
tauri-plugin-dialog,1,2,runtime,https://github.com/livebook-dev/livebook
tauri-plugin-opener,1,2,runtime,https://github.com/livebook-dev/livebook
tauri-plugin-single-instance,1,2,runtime,https://github.com/livebook-dev/livebook
tauri-plugin-updater,1,2,runtime,https://github.com/livebook-dev/livebook
temp-env,1,0.3.6,development,https://github.com/tox-dev/pipdeptree
temporal_capi,1,0.2.3,runtime,https://github.com/nodejs/node
temporal_rs,1,0.2.3,runtime,https://github.com/nodejs/node
tera,1,1.17.1,runtime,https://github.com/dbt-labs/dbt-core
termbg,1,0.5.2,runtime,https://github.com/build-trust/ockam
terminal-colorsaurus,1,0.4.0,runtime,https://github.com/nrwl/nx
terminal_hyperlink,1,0.1.0,runtime,https://github.com/vercel/next.js
terminal_size,1,*,runtime,https://github.com/vercel/next.js
testing,1,*,development,https://github.com/vercel/next.js
thread_local,1,*,runtime,https://github.com/vercel/next.js
threadpool,1,1.7,runtime,https://github.com/apache/thrift
time-tz,1,2.0.0,runtime,https://github.com/dbt-labs/dbt-core
tiny-keccak,1,2.0,runtime,https://github.com/exweb3/ex_keccak
tiny-rng,1,0.2.0,runtime,https://github.com/harfbuzz/harfbuzz
tiny-skia,1,0.12,runtime,https://github.com/mrdotb/resvg_nif
tiny_http,1,0.12.0,runtime,https://github.com/build-trust/ockam
tinyvec,1,1.8.0,runtime,https://github.com/build-trust/ockam
tokio-retry,1,"0.3,0.3.0",runtime,https://github.com/build-trust/ockam
tokio-rustls,1,0.26,runtime,https://github.com/build-trust/ockam
tokio-test,1,0.4,development,https://github.com/chroma-core/chroma
tokio-tungstenite,1,0.24.0,runtime,https://github.com/build-trust/ockam
toml_edit,1,0.25.0,runtime,https://github.com/pyo3/maturin
tonic-build,1,0.6.2,development,https://github.com/tensorflow/tensorboard
tonic-health,1,*,runtime,https://github.com/chroma-core/chroma
tracing-attributes,1,0.1,runtime,https://github.com/build-trust/ockam
tracing-chrome,1,0.7.2,runtime,https://github.com/vercel/next.js
tracing-core,1,0.1.32,"development,runtime",https://github.com/build-trust/ockam
tracing-error,1,"0.2,0.2.0",runtime,https://github.com/build-trust/ockam
tracing-test,1,0.2.5,development,https://github.com/chroma-core/chroma
tree-sitter-jinja2,1,*,runtime,https://github.com/dbt-labs/dbt-extractor
tree-sitter-md,1,0.5,runtime,https://github.com/chroma-core/chroma
tree_magic,1,0.2.1,runtime,https://github.com/bonfire-networks/tree_magic.ex
treeline,1,0.1.0,development,https://github.com/build-trust/ockam
triomphe,1,*,"development,runtime",https://github.com/vercel/next.js
trycmd,1,1.2.0,development,https://github.com/pyo3/maturin
tui-input,1,0.12.1,runtime,https://github.com/chroma-core/chroma
tui-logger,1,0.18.2,runtime,https://github.com/nrwl/nx
tui-term,1,0.3.4,runtime,https://github.com/nrwl/nx
tungstenite,1,"0.21.0,*",runtime,https://github.com/vercel/next.js
turbo-bincode,1,*,runtime,https://github.com/vercel/next.js
turbo-dyn-eq-hash,1,*,runtime,https://github.com/vercel/next.js
turbo-esregex,1,*,runtime,https://github.com/vercel/next.js
turbo-frozenmap,1,*,runtime,https://github.com/vercel/next.js
turbo-persistence,1,*,runtime,https://github.com/vercel/next.js
turbo-prehash,1,*,runtime,https://github.com/vercel/next.js
turbo-rcstr,1,*,"development,runtime",https://github.com/vercel/next.js
turbo-tasks,1,*,"development,runtime",https://github.com/vercel/next.js
turbo-tasks-backend,1,*,"development,runtime",https://github.com/vercel/next.js
turbo-tasks-bytes,1,*,"development,runtime",https://github.com/vercel/next.js
turbo-tasks-env,1,*,"development,runtime",https://github.com/vercel/next.js
turbo-tasks-fetch,1,*,runtime,https://github.com/vercel/next.js
turbo-tasks-fs,1,*,"development,runtime",https://github.com/vercel/next.js
turbo-tasks-hash,1,*,runtime,https://github.com/vercel/next.js
turbo-tasks-macros,1,*,runtime,https://github.com/vercel/next.js
turbo-tasks-malloc,1,*,"development,runtime",https://github.com/vercel/next.js
turbo-tasks-testing,1,*,"development,runtime",https://github.com/vercel/next.js
turbo-unix-path,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack,1,*,runtime,https://github.com/vercel/next.js
turbopack-analyze,1,*,runtime,https://github.com/vercel/next.js
turbopack-bench,1,*,development,https://github.com/vercel/next.js
turbopack-browser,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-cli-utils,1,*,runtime,https://github.com/vercel/next.js
turbopack-core,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-create-test-app,1,*,runtime,https://github.com/vercel/next.js
turbopack-css,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-dev-server,1,*,runtime,https://github.com/vercel/next.js
turbopack-ecmascript,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-ecmascript-hmr-protocol,1,*,runtime,https://github.com/vercel/next.js
turbopack-ecmascript-plugins,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-ecmascript-runtime,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-env,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-image,1,*,runtime,https://github.com/vercel/next.js
turbopack-mdx,1,*,runtime,https://github.com/vercel/next.js
turbopack-node,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-nodejs,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-resolve,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-static,1,*,runtime,https://github.com/vercel/next.js
turbopack-swc-utils,1,*,runtime,https://github.com/vercel/next.js
turbopack-test-utils,1,*,development,https://github.com/vercel/next.js
turbopack-trace-utils,1,*,"development,runtime",https://github.com/vercel/next.js
turbopack-wasm,1,*,runtime,https://github.com/vercel/next.js
typenum,1,1.13.0,runtime,https://github.com/mcu-tools/mcuboot
ua-parser,1,0.2.2,runtime,https://github.com/ua-parser/uap-python
unicase,1,2.6.0,runtime,https://github.com/dbt-labs/dbt-core
unicode-bidi,1,0.3.18,runtime,https://github.com/meirkriheli/python-bidi
unicode-id-start,1,1,runtime,https://github.com/swc-project/swc
unicode-ident,1,1.0.5,runtime,https://github.com/dbt-labs/dbt-core
unicode-normalization,1,^0.1,runtime,https://codeberg.org/jpt/jellyfish
unicode-normalization-alignments,1,0.1,runtime,https://github.com/huggingface/tokenizers
unicode-xid,1,0.2.4,runtime,https://github.com/pyo3/maturin
uniffi,1,0.28.0,"build,runtime",https://github.com/pyo3/maturin
unsigned-varint,1,0.8.0,runtime,https://github.com/build-trust/ockam
unsize,1,*,runtime,https://github.com/vercel/next.js
untrusted,1,0.9,runtime,https://github.com/mcu-tools/mcuboot
unty,1,*,runtime,https://github.com/vercel/next.js
unwinding,1,=0.2.10,runtime,https://github.com/ijl/orjson
usearch,1,*,runtime,https://github.com/chroma-core/chroma
usvg,1,0.47.0,runtime,https://github.com/mrdotb/resvg_nif
utcnow,1,0.2.5,runtime,https://github.com/build-trust/ockam
utoipa-axum,1,0.2.0,runtime,https://github.com/chroma-core/chroma
utoipa-swagger-ui,1,9,runtime,https://github.com/chroma-core/chroma
v_htmlescape,1,0.15.8,runtime,https://github.com/dbt-labs/dbt-core
validator,1,*,runtime,https://github.com/chroma-core/chroma
vec1,1,1.12.1,runtime,https://github.com/facebook/flow
vergen,1,*,build,https://github.com/vercel/next.js
vergen-gitcl,1,*,build,https://github.com/vercel/next.js
version_check,1,0.9.5,build,https://github.com/pydantic/pydantic
vize_armature,1,0.206,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
vize_atelier_core,1,0.206,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
vize_atelier_dom,1,0.206,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
vize_atelier_sfc,1,0.206,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
vize_atelier_ssr,1,0.206,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
vize_atelier_vapor,1,0.206,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
vize_carton,1,0.206,runtime,https://github.com/duskmoon-dev/phoenix-duskmoon-ui
